"","id","degree","betweenness","closeness","weight","community","color","color_palette","alpha","label","value","Cited_Author","Cited_Title"
"63","68400993",24,810198.385910625,9.42773640049024e-06,24,1,"#F8766D","#F8766D",0.2,"Skipper, RAThe persistence of the R.A. Fisher-Sewall Wright controversy",24,"Skipper, RA","The persistence of the R.A. Fisher-Sewall Wright controversy"
"64","25094305",34,804137.732111318,9.01079493232893e-06,34,5,"#E18A00","#E18A00",0.2,"Grantham, TThe role of fossils in phylogeny reconstruction: Why is it so difficult to integrate paleobiological and neontological evolutionary biology?",34,"Grantham, T","The role of fossils in phylogeny reconstruction: Why is it so difficult to integrate paleobiological and neontological evolutionary biology?"
"65","49112287",42,1185882.6208939,9.98552099455789e-06,42,12,"#9BA800","#9BA800",0.2,"McConwell, AKGouldian arguments and the sources of contingency",42,"McConwell, AK","Gouldian arguments and the sources of contingency"
"66","73357582",21,569038.34716279,8.65665956820582e-06,21,18,"#00B92E","#00B92E",0.2,"Prum, ROCoevolutionary aesthetics in human and biotic artworlds",21,"Prum, RO","Coevolutionary aesthetics in human and biotic artworlds"
"67","82337173",61,1655022.20498539,1.02272494835239e-05,61,21,"#00BE70","#00BE70",0.2,"O'Malley, MAMajor problems in evolutionary transitions: how a metabolic perspective can enrich our understanding of macroevolution",61,"O'Malley, MA","Major problems in evolutionary transitions: how a metabolic perspective can enrich our understanding of macroevolution"
"68","76183039",23,1114688.96311642,9.3085601519157e-06,23,25,"#00C1AB","#00C1AB",0.2,"Kaplan, DMHow to demarcate the boundaries of cognition",23,"Kaplan, DM","How to demarcate the boundaries of cognition"
"69","65510773",40,1262617.64059683,9.2695587690026e-06,40,14,"#7CAE00","#7CAE00",0.2,"Fumagalli, ROn the neural enrichment of economic models: tractability, trade-offs and multiple levels of description",40,"Fumagalli, R","On the neural enrichment of economic models: tractability, trade-offs and multiple levels of description"
"70","68248939",99,4971463.16131205,9.83293837697519e-06,99,6,"#D98F00","#D98F00",0.2,"Fitch, WTThe evolution of language: a comparative review",99,"Fitch, WT","The evolution of language: a comparative review"
"71","71682839",21,592189.598701982,1.00366337130526e-05,21,8,"#C89800","#C89800",0.2,"Ariew, AErnst Mayr's 'ultimate/proximate' distinction reconsidered and reconstructed",21,"Ariew, A","Ernst Mayr's 'ultimate/proximate' distinction reconsidered and reconstructed"
"72","72861327",22,401149.886126282,9.66118233549422e-06,22,3,"#EE8043","#EE8043",0.2,"Jablonka, EFrom replicators to heritably varying phenotypic traits: The extended phenotype revisited",22,"Jablonka, E","From replicators to heritably varying phenotypic traits: The extended phenotype revisited"
"73","68606425",39,746279.581377512,9.12933529309731e-06,39,4,"#E88521","#E88521",0.2,"Hall, BKOrganic selection: Proximate environmental effects on the evolution of morphology and behaviour",39,"Hall, BK","Organic selection: Proximate environmental effects on the evolution of morphology and behaviour"
"74","44726743",61,1210840.42237957,9.47804411081729e-06,61,17,"#24B700","#24B700",0.2,"Kaplan, DMMoving parts: the natural alliance between dynamical and mechanistic modeling approaches",61,"Kaplan, DM","Moving parts: the natural alliance between dynamical and mechanistic modeling approaches"
"75","75580528",23,993211.963016942,9.51230416543799e-06,23,8,"#C89800","#C89800",0.2,"Mitchell, SDIntegrative pluralism",23,"Mitchell, SD","Integrative pluralism"
"76","62585666",38,1734756.87007325,1.05680317040951e-05,38,2,"#F37B5A","#F37B5A",0.2,"Ereshefsky, MBiological individuality: the case of biofilms",38,"Ereshefsky, M","Biological individuality: the case of biofilms"
"77","102175445",37,670599.725017409,9.29748224180892e-06,37,3,"#EE8043","#EE8043",0.2,"Jablonka, EThe expanded evolutionary synthesis - a response to Godfrey-Smith, Haig, and West-Eberhard",37,"Jablonka, E","The expanded evolutionary synthesis - a response to Godfrey-Smith, Haig, and West-Eberhard"
"78","94307938",34,2365905.06047263,9.67342516638291e-06,34,3,"#EE8043","#EE8043",0.2,"Tabery, JDifference mechanisms: explaining variation with mechanisms",34,"Tabery, J","Difference mechanisms: explaining variation with mechanisms"
"79","84909987",116,3802244.30764287,9.99130756242069e-06,116,25,"#00C1AB","#00C1AB",0.2,"Boem, FOut of our skull, in our skin: the Microbiota-Gut-Brain axis and the Extended Cognition Thesis",116,"Boem, F","Out of our skull, in our skin: the Microbiota-Gut-Brain axis and the Extended Cognition Thesis"
"80","99223076",46,1503817.3567263,9.43565356054387e-06,46,9,"#BE9C00","#BE9C00",0.2,"Fabry, RELimiting the explanatory scope of extended active inference: the implications of a causal pattern analysis of selective niche construction, developmental niche construction, and organism-niche coordination dynamics",46,"Fabry, RE","Limiting the explanatory scope of extended active inference: the implications of a causal pattern analysis of selective niche construction, developmental niche construction, and organism-niche coordination dynamics"
"81","83107579",79,1652943.29837623,9.68185426872955e-06,79,21,"#00BE70","#00BE70",0.2,"Gorelick, RMitosis circumscribes individuals; sex creates new individuals",79,"Gorelick, R","Mitosis circumscribes individuals; sex creates new individuals"
"82","65005627",74,1469006.31568302,9.40972777657542e-06,74,2,"#F37B5A","#F37B5A",0.2,"Bapteste, EOn the need for integrative phylogenomics, and some steps toward its creation",74,"Bapteste, E","On the need for integrative phylogenomics, and some steps toward its creation"
"83","22457002",29,1197575.74793453,9.40786874141532e-06,29,16,"#4EB400","#4EB400",0.2,"Gerrans, PThe theory of mind module in evolutionary psychology",29,"Gerrans, P","The theory of mind module in evolutionary psychology"
"84","78642708",40,1200879.0170384,1.02520991172943e-05,40,7,"#D19300","#D19300",0.2,"Garson, JSelected effects and causal role functions in the brain: the case for an etiological approach to neuroscience",40,"Garson, J","Selected effects and causal role functions in the brain: the case for an etiological approach to neuroscience"
"85","56069544",47,820234.42219116,8.53723086379702e-06,47,6,"#D98F00","#D98F00",0.2,"Killin, AWhere did language come from? Connecting sign, song, and speech in hominin evolution",47,"Killin, A","Where did language come from? Connecting sign, song, and speech in hominin evolution"
"86","59024047",31,1114862.84556998,9.95738240331382e-06,31,12,"#9BA800","#9BA800",0.2,"Currie, AMarsupial lions and methodological omnivory: function, success and reconstruction in paleobiology",31,"Currie, A","Marsupial lions and methodological omnivory: function, success and reconstruction in paleobiology"
"87","69429443",47,2096796.13776089,1.0214608933697e-05,47,3,"#EE8043","#EE8043",0.2,"Mameli, MInnateness and the sciences",47,"Mameli, M","Innateness and the sciences"
"88","23618591",32,564956.197672777,8.1712698153293e-06,32,22,"#00BF80","#00BF80",0.2,"Quartz, SRInnateness and the brain",32,"Quartz, SR","Innateness and the brain"
"89","100460369",50,974851.624838173,9.22892344608002e-06,50,17,"#24B700","#24B700",0.2,"Poliseli, LPhilosophy of science in practice in ecological model building",50,"Poliseli, L","Philosophy of science in practice in ecological model building"
"90","32223942",30,610341.511248451,9.34841544358231e-06,30,12,"#9BA800","#9BA800",0.2,"Turner, DDHow much can we know about the causes of evolutionary trends?",30,"Turner, DD","How much can we know about the causes of evolutionary trends?"
"91","71233124",84,2062031.99039659,9.63298333493883e-06,84,2,"#F37B5A","#F37B5A",0.2,"Malaterre, CMicrobial diversity and the ""lower-limit"" problem of biodiversity",84,"Malaterre, C","Microbial diversity and the ""lower-limit"" problem of biodiversity"
"92","33177599",26,517559.510372447,8.58560708827721e-06,26,15,"#68B100","#68B100",0.2,"Valles, SAThe mystery of the mystery of common genetic diseases",26,"Valles, SA","The mystery of the mystery of common genetic diseases"
"93","52789658",47,783330.762623513,8.11240549047604e-06,47,13,"#8CAB00","#8CAB00",0.2,"Schilhab, TSSWhat mirror self-recognition in nonhumans can tell us about aspects of self",47,"Schilhab, TSS","What mirror self-recognition in nonhumans can tell us about aspects of self"
"94","75157495",25,508958.553555741,9.25223441461113e-06,25,22,"#00BF80","#00BF80",0.2,"Steel, DCan a reductionist be a pluralist?",25,"Steel, D","Can a reductionist be a pluralist?"
"95","21832592",30,726376.547253842,9.75800156128025e-06,30,5,"#E18A00","#E18A00",0.2,"Stamos, DNSpecies, languages, and the horizontal/vertical distinction",30,"Stamos, DN","Species, languages, and the horizontal/vertical distinction"
"96","20163116",24,1558221.52971714,9.90746428359126e-06,24,42,"#E16FF7","#E16FF7",0.2,"Horvath, CDInteractionism and innateness in the evolutionary study of human nature",24,"Horvath, CD","Interactionism and innateness in the evolutionary study of human nature"
"97","105212413",55,1512212.16931466,8.8428275825478e-06,55,33,"#00ACFC","#00ACFC",0.2,"Currie, ANot by demography alone: Neanderthal extinction and null hypotheses in paleoanthropological explanation",55,"Currie, A","Not by demography alone: Neanderthal extinction and null hypotheses in paleoanthropological explanation"
"98","61685349",73,1461487.39832491,9.73747760380151e-06,73,2,"#F37B5A","#F37B5A",0.2,"Doolittle, WFMicrobial neopleomorphism",73,"Doolittle, WF","Microbial neopleomorphism"
"99","75725252",51,2030943.70917771,1.05357425064531e-05,51,10,"#B4A000","#B4A000",0.2,"Haber, MHThe individuality thesis (3 ways)",51,"Haber, MH","The individuality thesis (3 ways)"
"100","72870332",56,960344.714454632,9.11269672034045e-06,56,5,"#E18A00","#E18A00",0.2,"Rieppel, O'Total evidence' in phylogenetic systematics",56,"Rieppel, O","'Total evidence' in phylogenetic systematics"
"101","72226424",21,406777.655659551,8.90678162352815e-06,21,25,"#00C1AB","#00C1AB",0.2,"Datteri, ESimulation experiments in bionics: a regulative methodological perspective",21,"Datteri, E","Simulation experiments in bionics: a regulative methodological perspective"
"102","89509963",66,969799.420563942,8.49653766090318e-06,66,2,"#F37B5A","#F37B5A",0.2,"Beiko, RGGene sharing and genome evolution: networks in trees and trees in networks",66,"Beiko, RG","Gene sharing and genome evolution: networks in trees and trees in networks"
"103","77156681",34,2523651.57043766,1.05211106084358e-05,34,10,"#B4A000","#B4A000",0.2,"Sterner, BIndividuating population lineages: a new genealogical criterion",34,"Sterner, B","Individuating population lineages: a new genealogical criterion"
"104","70498977",49,2406592.19536391,9.34937686403201e-06,49,15,"#68B100","#68B100",0.2,"Cooper, GMust there be a balance of nature?",49,"Cooper, G","Must there be a balance of nature?"
"105","77124505",34,812739.983383056,9.80526738964172e-06,34,7,"#D19300","#D19300",0.2,"Garson, JTeleosemantics, selection and novel contents",34,"Garson, J","Teleosemantics, selection and novel contents"
"106","74290137",38,1201710.08281271,9.189993934604e-06,38,13,"#8CAB00","#8CAB00",0.2,"Buckner, CMorgan's Canon, meet Hume's Dictum: avoiding anthropofabulation in cross-species comparisons",38,"Buckner, C","Morgan's Canon, meet Hume's Dictum: avoiding anthropofabulation in cross-species comparisons"
"107","20854611",32,1328163.96756403,9.91915885532907e-06,32,3,"#EE8043","#EE8043",0.2,"Mameli, MMindreading, mindshaping, and evolution",32,"Mameli, M","Mindreading, mindshaping, and evolution"
"108","93139552",25,745092.9949785,8.54730076241923e-06,25,13,"#8CAB00","#8CAB00",0.2,"Monso, SEmpathy and morality in behaviour readers",25,"Monso, S","Empathy and morality in behaviour readers"
"109","104391939",52,938541.052759932,8.76239879429393e-06,52,2,"#F37B5A","#F37B5A",0.2,"Malaterre, CLifeness signatures and the roots of the tree of life",52,"Malaterre, C","Lifeness signatures and the roots of the tree of life"
"110","64121149",23,488918.820925304,8.94134477825465e-06,23,1,"#F8766D","#F8766D",0.2,"Smead, RIndirect reciprocity and the evolution of ""moral signals""",23,"Smead, R","Indirect reciprocity and the evolution of ""moral signals"""
"111","82065169",24,303650.562176777,9.56242350061199e-06,24,1,"#F8766D","#F8766D",0.2,"Okasha, SMaynard Smith on the levels of selection question",24,"Okasha, S","Maynard Smith on the levels of selection question"
"112","104070366",47,1456206.37012738,9.99500249875062e-06,47,4,"#E88521","#E88521",0.2,"Bergeron, VCarving the mind at its homologous joints",47,"Bergeron, V","Carving the mind at its homologous joints"
"113","92996385",39,961683.617550629,9.78339562095212e-06,39,5,"#E18A00","#E18A00",0.2,"Rieppel, OMonophyly, paraphyly, and natural kinds",39,"Rieppel, O","Monophyly, paraphyly, and natural kinds"
"114","36803456",26,425115.723279534,9.5591327954728e-06,26,5,"#E18A00","#E18A00",0.2,"Haber, MHHow to misidentify a type specimen",26,"Haber, MH","How to misidentify a type specimen"
"115","26170191",21,681371.410141531,9.76095423088561e-06,21,7,"#D19300","#D19300",0.2,"Abrams, MTeleosemantics without natural selection",21,"Abrams, M","Teleosemantics without natural selection"
"116","66583483",32,934410.425110416,8.48320325755005e-06,32,37,"#8B93FF","#8B93FF",0.2,"Sesardic, NRace: a social destruction of a biological concept",32,"Sesardic, N","Race: a social destruction of a biological concept"
"117","65684424",23,309746.629025302,8.87957520112238e-06,23,6,"#D98F00","#D98F00",0.2,"Castro, LCultural transmission and social control of human behavior",23,"Castro, L","Cultural transmission and social control of human behavior"
"118","80162276",51,1881683.48290417,9.30726059398937e-06,51,15,"#68B100","#68B100",0.2,"Sagoff, MWhen is it co-evolution? A reply to Steen and co-authors",51,"Sagoff, M","When is it co-evolution? A reply to Steen and co-authors"
"119","108704322",87,1553461.94606596,8.69739165224349e-06,87,9,"#BE9C00","#BE9C00",0.2,"Bhat, AImmunoceptive inference: why are psychiatric disorders and immune responses intertwined?",87,"Bhat, A","Immunoceptive inference: why are psychiatric disorders and immune responses intertwined?"
"120","56458633",22,330968.071772079,8.43077908829555e-06,22,6,"#D98F00","#D98F00",0.2,"Moore, RImitation and conventional communication",22,"Moore, R","Imitation and conventional communication"
"121","75917260",35,708917.657366322,8.89798460648663e-06,35,3,"#EE8043","#EE8043",0.2,"O'Neill, ERelativizing innateness: innateness as the insensitivity of the appearance of a trait with respect to specified environmental variation",35,"O'Neill, E","Relativizing innateness: innateness as the insensitivity of the appearance of a trait with respect to specified environmental variation"
